osm_id,name,latitude,longitude,locality,lga_name,abs_lga_code,vicmap_lga_code,regional_group,area_type,category,subcategory,display_name,osm_tag_type,osm_tag_value,addr_housenumber,addr_street,osm_addr_suburb,addr_postcode,operator,brand,phone,website,opening_hours,wheelchair
a1905998566,Emu Park,-37.2896206,142.9274268,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,park,Park,leisure,park,,,,,,,,,,
a43044724,Edith Cavell Reserve,-37.2848935,142.9263794,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,park,Park,leisure,park,,,,,,,,,,
a435486370,,-37.2853737,142.9248551,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,park,Park,leisure,park,,,,,,,,,,
a483155412,,-37.292483,142.9884347,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,park,Park,leisure,park,,,,,,,,,,
a56760152,Grump's Park,-37.280017,142.9238732,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,park,Park,leisure,park,,,,,,,,,,
w21522362,Edith Cavell Reserve,-37.2848426,142.9264477,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,park,Park,leisure,park,,,,,,,,,,
w217743185,,-37.2853737,142.9248551,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,park,Park,leisure,park,,,,,,,,,,
w241577706,,-37.2938554,142.9825958,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,park,Park,leisure,park,,,,,,,,,,
w28380076,Grump's Park,-37.2801784,142.923843,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,park,Park,leisure,park,,,,,,,,,,
w542250286,,-37.2762137,142.9307726,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,park,Park,leisure,park,,,,,,,,,,
w542349184,Smith Street Reserve,-37.2754136,142.9452363,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,park,Park,leisure,park,,,,,,,,,,
w542584738,Gordon Street Oval,-37.2900818,142.9447434,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,park,Park,leisure,park,,,,,,,,,,
w952999283,Emu Park,-37.2895158,142.9274804,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,park,Park,leisure,park,,,,,,,,,,
a184053246,,-37.2804618,142.9384522,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,playground,Playground,leisure,playground,,,,,,,,,,
a3030644528,,-37.2801429,142.9298448,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,playground,Playground,leisure,playground,,,,,,,,,,
a948528166,,-37.2954491,142.9798487,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,playground,Playground,leisure,playground,,,,,,,,,,
n330379005,,-37.293052,142.9365716,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,playground,Playground,leisure,playground,,,,,,,,,,
n332197629,,-37.2753131,142.9453402,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,playground,Playground,leisure,playground,,,,,,,,,,
w1515322264,,-37.2801494,142.9298409,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,playground,Playground,leisure,playground,,,,,,,,,,
w474264083,,-37.2954521,142.9798483,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,playground,Playground,leisure,playground,,,,,,,,,,
w92026623,,-37.2804617,142.9384522,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,playground,Playground,leisure,playground,,,,,,,,,,
a184058270,Waterson Skate Park,-37.2807403,142.9340585,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,,,,,,,,,,
a184063800,Ararat Outdoor Pool,-37.2805538,142.9288427,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,,,,,,,,,,
a184068812,,-37.2819066,142.9312471,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,,,,,,,,,,
a2339068310,Ararat Motorcycle Club,-37.2776779,142.993727,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,,,,,,,,,,
a2707831546,Ararat Rifle Range,-37.2826963,142.9084933,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,,,,,,,,,,
a639295950,YMCA,-37.2822844,142.9335909,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,,,,,,,,www.grampians.ymca.org.au/aarc/Pages/default.aspx,,
a685245316,Ararat Race Course,-37.3006721,142.9667744,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,,,,,,,,http://www.countryracing.com.au/nmit-ararat-turf-racing-club,,
n1069090867,VRI Bowls Club,-37.2798109,142.9340257,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,,,,,,,,,,
n330382740,Ararat Recreation and Aquatic Centre,-37.2824826,142.9337355,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,,,,,,,,,,
w1169534155,Ararat Motorcycle Club,-37.277678,142.9937271,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,,,,,,,,,,
w1353915773,Ararat Rifle Range,-37.2825255,142.9094484,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,,,,,,,,,,
w319647975,YMCA,-37.2822866,142.9336118,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,,,,,,,,www.grampians.ymca.org.au/aarc/Pages/default.aspx,,
w342622658,Ararat Race Course,-37.3006847,142.9670211,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,,,,,,,,http://www.countryracing.com.au/nmit-ararat-turf-racing-club,,
w92029135,Waterson Skate Park,-37.2807202,142.9340662,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,,,,,,,,,,
w92031900,Ararat Outdoor Pool,-37.2805683,142.9288308,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,,,,,,,,,,
w92034406,,-37.2819257,142.9312615,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,recreation,sports_centre,Sports Centre,leisure,sports_centre,,,,,,,,,,
a545427468,Reddy Express,-37.2845008,142.9358674,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,shopping,convenience_store,Convenience Store,shop,convenience,,,,,,Reddy Express,,,,
n9875827926,Ampol Foodary,-37.3038829,142.9855975,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,shopping,convenience_store,Convenience Store,shop,convenience,,,,,,,,,,
n9985471461,United,-37.2861651,142.9491942,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,shopping,convenience_store,Convenience Store,shop,convenience,,,,,,United,,,,
w272713734,Reddy Express,-37.2845008,142.9358674,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,shopping,convenience_store,Convenience Store,shop,convenience,,,,,,Reddy Express,,,,
a639294872,Aldi,-37.2846007,142.9327051,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,shopping,supermarket,Supermarket,shop,supermarket,41-47,Moore Street,,,,Aldi,,https://store.aldi.com.au/vic/ararat/moore-street-41-47,Mo-Fr 08:30-20:00; Sa-Su 08:30-19:00,yes
a639295960,Ritchies IGA,-37.2855419,142.9311397,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,shopping,supermarket,Supermarket,shop,supermarket,,,,,,Ritchies,,,,
n1912625493,Woolworths,-37.2825217,142.9271172,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,shopping,supermarket,Supermarket,shop,supermarket,,,,,,Woolworths,,https://www.woolworths.com.au/,,
w319647436,Aldi,-37.284564,142.9326745,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,shopping,supermarket,Supermarket,shop,supermarket,41-47,Moore Street,,,,Aldi,,https://store.aldi.com.au/vic/ararat/moore-street-41-47,Mo-Fr 08:30-20:00; Sa-Su 08:30-19:00,yes
w319647980,Ritchies IGA,-37.2855771,142.9311446,ARARAT,ARARAT,20260,301,Central Highlands,rural_council,shopping,supermarket,Supermarket,shop,supermarket,,,,,,Ritchies,,,,
a33139149,Mount Darling - Snowy Bluff Wilderness Zone,-37.3419028,146.8458057,ARBUCKLE,WELLINGTON,26810,370,Gippsland,rural_council,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,"Victorian Department of Environment, Land, Water and Planning",,,,,
a1332814474,Arcadia Nature Conservation Reserve,-36.5546374,145.4270148,ARCADIA,GREATER SHEPPARTON,22830,328,Goulburn,regional_city,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,Parks Victoria,,,,,
a1332814498,Arcadia H59 Bushland Reserve,-36.5427153,145.3514353,ARCADIA,GREATER SHEPPARTON,22830,328,Goulburn,regional_city,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,Parks Victoria,,,,,
a18533119,Arcadia Streamside Reserve,-36.5511919,145.3223436,ARCADIA,GREATER SHEPPARTON,22830,328,Goulburn,regional_city,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,Parks Victoria,,,,,
w666407237,Arcadia Nature Conservation Reserve,-36.5551829,145.4280132,ARCADIA,GREATER SHEPPARTON,22830,328,Goulburn,regional_city,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,Parks Victoria,,,,,
w666407249,Arcadia H59 Bushland Reserve,-36.5426335,145.3510476,ARCADIA,GREATER SHEPPARTON,22830,328,Goulburn,regional_city,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,Parks Victoria,,,,,
a517131604,Puzzle Flat Bushland Reserve,-36.8260131,143.5120805,ARCHDALE,CENTRAL GOLDFIELDS,21670,313,Loddon Campaspe,rural_council,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,Parks Victoria,,,,,
w258565802,Puzzle Flat Bushland Reserve,-36.8260129,143.5120809,ARCHDALE,CENTRAL GOLDFIELDS,21670,313,Loddon Campaspe,rural_council,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,Parks Victoria,,,,,
a1332828254,Dalyenong I60 Bushland Reserve,-36.8405767,143.4833598,ARCHDALE,NORTHERN GRAMPIANS,25810,357,Wimmera Southern Mallee,rural_council,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,Parks Victoria,,,,,
a517400634,Archdale Streamside Reserve,-36.8269222,143.49652,ARCHDALE,NORTHERN GRAMPIANS,25810,357,Wimmera Southern Mallee,rural_council,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,Parks Victoria,,,,,
w258700317,Archdale Streamside Reserve,-36.8268461,143.4967566,ARCHDALE,NORTHERN GRAMPIANS,25810,357,Wimmera Southern Mallee,rural_council,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,Parks Victoria,,,,,
w666414127,Dalyenong I60 Bushland Reserve,-36.8403268,143.4835412,ARCHDALE,NORTHERN GRAMPIANS,25810,357,Wimmera Southern Mallee,rural_council,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,Parks Victoria,,,,,
a2748188622,Toombullup State Forest,-36.90396,146.2538114,ARCHERTON,BENALLA,21010,381,Ovens Murray,rural_council,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,DELWP,,,,,
a2748188624,Toombullup State Forest,-36.8731653,146.1549658,ARCHERTON,BENALLA,21010,381,Ovens Murray,rural_council,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,DELWP,,,,,
w1374094311,Toombullup State Forest,-36.9040522,146.2539103,ARCHERTON,BENALLA,21010,381,Ovens Murray,rural_council,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,DELWP,,,,,
w1374094312,Toombullup State Forest,-36.8807083,146.1894193,ARCHERTON,BENALLA,21010,381,Ovens Murray,rural_council,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,DELWP,,,,,
a1929961956,Archies Creek Public Hall,-38.5478905,145.5642154,ARCHIES CREEK,BASS COAST,20740,304,Gippsland,rural_council,community,community_centre,Community Centre,amenity,community_centre,97,Archies Creek Road,,,,,,,,
w964980978,Archies Creek Public Hall,-38.5478905,145.5642154,ARCHIES CREEK,BASS COAST,20740,304,Gippsland,rural_council,community,community_centre,Community Centre,amenity,community_centre,97,Archies Creek Road,,,,,,,,
a2178031050,Ardmona Primary School,-36.3853991,145.3120624,ARDMONA,GREATER SHEPPARTON,22830,328,Goulburn,regional_city,education,school,School,amenity,school,580,Turnbull Road,,,Victorian Department of Education,,,,,
w1089015525,Ardmona Primary School,-36.3853991,145.3120624,ARDMONA,GREATER SHEPPARTON,22830,328,Goulburn,regional_city,education,school,School,amenity,school,580,Turnbull Road,,,Victorian Department of Education,,,,,
a81214136,Ardmona Reserve,-36.3847977,145.2996395,ARDMONA,GREATER SHEPPARTON,22830,328,Goulburn,regional_city,recreation,park,Park,leisure,park,,,,,,,,,,
w40607068,Ardmona Reserve,-36.3847612,145.2996394,ARDMONA,GREATER SHEPPARTON,22830,328,Goulburn,regional_city,recreation,park,Park,leisure,park,,,,,,,,,,
n271321130,Ardmona General Store,-36.383352,145.3049031,ARDMONA,GREATER SHEPPARTON,22830,328,Goulburn,regional_city,shopping,convenience_store,Convenience Store,shop,convenience,,,,,,Australia Post,,,,
a18546197,Spring Plains Nature Conservation Reserve,-36.9593009,144.7125425,ARGYLE,GREATER BENDIGO,22620,325,Loddon Campaspe,regional_city,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,Parks Victoria,,,,,
a1333241242,Hospital Hill Bushland Reserve,-37.2226548,142.8855759,ARMSTRONG,ARARAT,20260,301,Central Highlands,rural_council,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,Parks Victoria,,,,,
a1333695062,Petticoat Gully Bushland Reserve,-37.2240078,142.8912956,ARMSTRONG,ARARAT,20260,301,Central Highlands,rural_council,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,Committee of Management,,,,,
a18523701,Westgate Bushland Reserve,-37.2105587,142.8678307,ARMSTRONG,ARARAT,20260,301,Central Highlands,rural_council,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,Parks Victoria,,,,,
a18546789,Armstrong Bushland Reserve,-37.2125836,142.8891889,ARMSTRONG,ARARAT,20260,301,Central Highlands,rural_council,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,Not Assigned,,,,,
w666620621,Hospital Hill Bushland Reserve,-37.2213779,142.8844904,ARMSTRONG,ARARAT,20260,301,Central Highlands,rural_council,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,Parks Victoria,,,,,
w666847531,Petticoat Gully Bushland Reserve,-37.2239177,142.8913625,ARMSTRONG,ARARAT,20260,301,Central Highlands,rural_council,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,Committee of Management,,,,,
a1714051740,,-38.2311688,144.3692933,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,community,community_centre,Community Centre,amenity,community_centre,,,,,,,,,,
a2648105488,Armstrong Creek East Community Hub,-38.231245,144.3693196,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,community,community_centre,Community Centre,amenity,community_centre,,,,,,,,,,
w1324052744,Armstrong Creek East Community Hub,-38.231295,144.3691629,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,community,community_centre,Community Centre,amenity,community_centre,,,,,,,,,,
w857025870,,-38.23123,144.3692909,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,community,community_centre,Community Centre,amenity,community_centre,,,,,,,,,,
a2255909692,Biyal-a Armstrong Creek Library,-38.2264204,144.3388687,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,community,library,Library,amenity,library,20,Main Street,Armstrong Creek,,Geelong Regional Libraries,,,,,yes
w1127954846,Biyal-a Armstrong Creek Library,-38.2264887,144.3389287,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,community,library,Library,amenity,library,20,Main Street,Armstrong Creek,,Geelong Regional Libraries,,,,,yes
a1504154572,TLC Aged Care,-38.237061,144.3361287,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,community,social_facility,Social Facility,amenity,social_facility,,,,,,,,,,
a2018323906,Armstrong Green Village,-38.2280658,144.3706291,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,community,social_facility,Social Facility,amenity,social_facility,,,,,,,,,,
w1009161953,Armstrong Green Village,-38.2286438,144.3704656,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,community,social_facility,Social Facility,amenity,social_facility,,,,,,,,,,
w752077286,TLC Aged Care,-38.2370967,144.3360008,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,community,social_facility,Social Facility,amenity,social_facility,,,,,,,,,,
a2466502678,Busy Bees at Armstrong Creek,-38.240114,144.3509329,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,education,kindergarten,Kindergarten,amenity,kindergarten,,,,,,,,,,
a2648105482,Armstrong Creek Early Learning Centre,-38.2324199,144.3689761,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,education,kindergarten,Kindergarten,amenity,kindergarten,69-71,Central Boulevard,,,Brighthouse,,,,,
w1233251339,Busy Bees at Armstrong Creek,-38.2402097,144.3509241,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,education,kindergarten,Kindergarten,amenity,kindergarten,,,,,,,,,,
w1324052741,Armstrong Creek Early Learning Centre,-38.2326289,144.3690569,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,education,kindergarten,Kindergarten,amenity,kindergarten,69-71,Central Boulevard,,,Brighthouse,,,,,
a1272416858,Geelong Lutheran College,-38.2315805,144.3380285,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,education,school,School,amenity,school,2-38,Burvilles Road,,,Lutheran Education Australia,,+61 3 5264 1038,https://glc.vic.edu.au,,
a1465019628,Armstrong Creek School,-38.2325246,144.3660224,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,education,school,School,amenity,school,100,Central Boulevard,,,Victorian Department of Education,,+61 3 5218 5100,https://armstrongcreekschool.vic.edu.au,,
a1903729544,Oberon High School,-38.2309409,144.3664313,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,education,school,School,amenity,school,163,Batten Road,,,Victorian Department of Education,,+61 3 4241 8000,https://oberonhs.vic.edu.au,,
a2176239430,St Catherine of Siena Primary School,-38.2409713,144.3693784,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,education,school,School,amenity,school,125,Warralily Boulevard,,,Melbourne Archdiocese Catholic Schools,,,,,
a2933249306,Biyala Primary School,-38.2413631,144.3495778,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,education,school,School,amenity,school,,,,,,,,,,
w1088119715,St Catherine of Siena Primary School,-38.2407386,144.3695218,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,education,school,School,amenity,school,125,Warralily Boulevard,,,Melbourne Archdiocese Catholic Schools,,,,,
w1466624653,Biyala Primary School,-38.2413658,144.3496179,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,education,school,School,amenity,school,,,,,,,,,,
w636208429,Geelong Lutheran College,-38.2315989,144.33804,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,education,school,School,amenity,school,2-38,Burvilles Road,,,Lutheran Education Australia,,+61 3 5264 1038,https://glc.vic.edu.au,,
w732509814,Armstrong Creek School,-38.2324306,144.3661502,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,education,school,School,amenity,school,100,Central Boulevard,,,Victorian Department of Education,,+61 3 5218 5100,https://armstrongcreekschool.vic.edu.au,,
w951864772,Oberon High School,-38.2309995,144.3661678,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,education,school,School,amenity,school,163,Batten Road,,,Victorian Department of Education,,+61 3 4241 8000,https://oberonhs.vic.edu.au,,
n13574665157,Armstrong Creek Doctors,-38.227058,144.339491,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,healthcare,clinic,Clinic,amenity,clinic,500-540,Surf Coast Highway,Armstrong Creek,,,,+61 3 5215 1002,https://www.armstrongcreekdoctors.com.au/,Mo-Fr 09:00-17:00; Sa 09:00-14:00,
n7990506268,Direct Chemist Outet,-38.230153,144.3724322,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,healthcare,pharmacy,Pharmacy,amenity,pharmacy,,,,,,,,https://directchemistoutlet.com.au,,
n8046332154,TerryWhite Chemmart,-38.227237,144.3394732,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,healthcare,pharmacy,Pharmacy,amenity,pharmacy,,,,,,TerryWhite Chemmart,+61 3 4245 1133,https://terrywhitechemmart.com.au/stores/terrywhite-chemmart-armstrong-creek,,
n10304258257,Coastside Drive/Surf Coast Highway,-38.2418855,144.3337803,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n10304423251,Warralily Bvd/Barwon Heads Rd,-38.236233,144.3773273,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n10304423252,The Villlage Warralily SC/Barwon Heads Rd,-38.2300984,144.3731484,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n10304423253,The Village Warralily SC/Central Bvd,-38.2306363,144.3709461,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n10304423254,The Village Warralily SC/Central Bvd,-38.2308132,144.370949,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n10304423255,Mandalay Ave/Warralily Bvd,-38.2404544,144.3684782,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n10304423256,Abigail Ct/Warralily Bvd,-38.2399606,144.3691943,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n10312487728,Buchanan Bvd/Barwon Heads Rd,-38.241476,144.382135,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n10312487734,Buchanan Bvd/Barwon Heads Rd,-38.2429141,144.3832427,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13851244875,Batten Rd/Eagle Bay Rd,-38.2299756,144.3657165,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13851244876,Stephenson Dr/Batten Rd,-38.2321376,144.3639412,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n13851244877,Chelsea Dr/Central Bvd,-38.2329644,144.3672934,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n4317962991,Warralily Bvd/Barwon Heads Rd,-38.2371378,144.3785763,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n8810253790,Central Bvd/Barwon Heads Rd,-38.2295394,144.3726455,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n8810253791,Boundary Rd/Barwon Heads Rd,-38.2258878,144.3711374,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9133793658,Warralily Boulevard/Surf Coast Highway,-38.2345066,144.3351768,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,,,
n9234460449,Burvilles Road/Surf Coast Highway,-38.2303477,144.3359632,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,https://transport.vic.gov.au/stop/32649/,,
n9234460468,Unity Drive/Surf Coast Highway,-38.2263552,144.336732,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,public_transport,bus_stop,Bus Stop,highway,bus_stop,,,,,,,,https://transport.vic.gov.au/stop/32964/,,
n13851244874,The Village Warralily SC/Central Bvd,-38.2307666,144.3708971,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,public_transport,stop_position,Public Transport Stop Position,public_transport,stop_position,,,,,,,,,,
a1812000822,,-38.2283724,144.3711349,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,recreation,garden,Garden,leisure,garden,,,,,,,,,,
a2584524684,,-38.2287142,144.3760519,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,recreation,garden,Garden,leisure,garden,,,,,,,,,,
w906000411,,-38.2283757,144.3711349,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,recreation,garden,Garden,leisure,garden,,,,,,,,,,
a1272415522,Armstrong Creek Public Purposes Reserve,-38.2376972,144.3368173,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,,,,,,
a2648184152,,-38.2344737,144.3563516,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,,,,,,
w1324092076,,-38.2344782,144.3563524,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,,,,,,
w636207761,Armstrong Creek Public Purposes Reserve,-38.2377097,144.3369572,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,recreation,nature_reserve,Nature Reserve,leisure,nature_reserve,,,,,,,,,,
a1188471784,,-38.2392816,144.3389665,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,recreation,park,Park,leisure,park,,,,,,,,,,
a1188471786,,-38.2413257,144.3342124,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,recreation,park,Park,leisure,park,,,,,,,,,,
a1188471788,,-38.2416518,144.3341256,ARMSTRONG CREEK,GREATER GEELONG,22750,327,Barwon,regional_city,recreation,park,Park,leisure,park,,,,,,,,,,
